RECENT EARTHQUAKES IN TURKEY
KOERI REGIONAL EARTHQUAKE-TSUNAMI MONITORING CENTER
(QUICK EPICENTER DETERMINATIONS)
                                                        Magnitude
Date       Time      Latit(N)  Long(E)   Depth(km)     MD   ML   Mw    Region
2022.03.17 11:15:43  38.6547   40.0960       21.3      -.-  2.0  -.-   ALTINOLCEK-PALU (ELAZIG)                          Quick
2022.03.17 10:49:30  39.1837   27.5355        0.0      -.-  1.2  -.-   KOZANLI-SOMA (MANISA)                             Quick
2022.03.17 10:47:18  37.5793   28.8098       16.6      -.-  1.5  -.-   AVDAN-TAVAS (DENIZLI)                             Quick
2022.03.17 10:21:52  36.4370   29.5728        4.4      -.-  1.5  -.-   YUVACIK-KAS (ANTALYA)                             Quick
2022.03.17 09:45:59  35.3390   33.5858        5.0      -.-  1.5  -.-   KIBRIS-BESPARMAK                                  Quick
2022.03.17 08:37:26  39.0310   27.7948        5.0      -.-  2.2  -.-   TUTENLI-AKHISAR (MANISA)                          REVISE01   (2022.03.17 08:37:26)
2022.03.17 07:36:37  36.9482   27.6727        2.0      -.-  2.0  -.-   GOKOVA KORFEZI (MEDITERRANEAN SEA)                Quick
2022.03.17 07:11:20  39.2098   29.3290        0.0      -.-  1.9  -.-   SEYHLER-HISARCIK (KUTAHYA)                        REVISE01   (2022.03.17 07:11:20)
2022.03.17 05:49:05  36.9192   27.6780       20.7      -.-  2.1  -.-   GOKOVA KORFEZI (MEDITERRANEAN SEA)                Quick
2022.03.17 04:54:58  39.0480   40.4430        7.6      -.-  2.4  -.-   SUDUGUNU-(BINGOL)                                 Quick
2022.03.17 03:24:36  36.9377   27.6295        9.0      -.-  1.4  -.-   GOKOVA KORFEZI (MEDITERRANEAN SEA)                Quick
2022.03.17 02:26:19  36.9277   27.6258       22.7      -.-  1.3  -.-   GOKOVA KORFEZI (MEDITERRANEAN SEA)                Quick
2022.03.17 02:24:46  36.9305   27.6525       12.0      -.-  1.5  -.-   GOKOVA KORFEZI (MEDITERRANEAN SEA)                Quick
2022.03.17 02:01:09  39.5592   28.8098        4.0      -.-  1.6  -.-   AYVACIK-DURSUNBEY (BALIKESIR)                     Quick
2022.03.17 01:09:25  38.2027   30.8568        8.5      -.-  1.9  -.-   ASAGITIRTAR-YALVAC (ISPARTA)                      Quick
2022.03.16 23:41:39  35.8793   31.8100       15.9      -.-  3.8  3.5   MEDITERRANEAN SEA                                 Quick
2022.03.16 22:42:08  39.4713   27.8643       13.7      -.-  1.9  -.-   TASKOY-(BALIKESIR)                                Quick
2022.03.16 22:13:27  37.8873   26.7178       10.9      -.-  1.5  -.-   AEGEAN SEA                                        Quick
2022.03.16 21:49:07  38.1263   32.1145       14.0      -.-  1.3  -.-   GUNEYPINAR-ILGIN (KONYA)                          Quick
2022.03.16 21:43:13  37.7263   27.0593        7.9      -.-  1.1  -.-   SISAM ADASI (AEGEAN SEA)                          Quick
2022.03.16 21:08:41  37.8283   26.8422       18.0      -.-  1.5  -.-   SISAM ADASI (AEGEAN SEA)                          Quick
2022.03.16 20:55:31  38.1478   38.3340        5.0      -.-  1.5  -.-   ORTAKOY-YESILYURT (MALATYA)                       Quick
2022.03.16 20:35:44  38.6783   43.3672       18.2      -.-  2.1  -.-   OTLUCA-(VAN)                                      Quick
2022.03.16 20:27:31  40.1870   27.6485       10.0      -.-  1.2  -.-   GUNDOGAN-GONEN (BALIKESIR)                        Quick
2022.03.16 19:38:53  35.9848   29.5817        9.7      -.-  2.5  -.-   KAS ACIKLARI-ANTALYA (MEDITERRANEAN SEA)          Quick
2022.03.16 19:27:36  37.8297   26.9707        7.6      -.-  2.1  -.-   KUSADASI KORFEZI (AEGEAN SEA)                     Quick
2022.03.16 19:18:10  37.1502   28.5163        8.8      -.-  1.6  -.-   GOLCUK-ULA (MUGLA)                                Quick
2022.03.16 19:09:55  39.4393   27.8748        8.1      -.-  2.3  -.-   BEREKETLI-(BALIKESIR)                             Quick
2022.03.16 19:01:16  38.1727   26.7225        9.7      -.-  2.9  -.-   SEFERIHISAR ACIKLARI-IZMIR (AEGEAN SEA)           Quick
2022.03.16 18:57:12  37.7810   27.0692        5.0      -.-  1.3  -.-   KUSADASI KORFEZI (AEGEAN SEA)                     Quick
2022.03.16 18:56:14  36.9860   29.2795        8.2      -.-  0.9  -.-   CEVIZLI-CAMELI (DENIZLI)                          Quick
2022.03.16 18:51:19  38.4717   26.6930       11.7      -.-  1.3  -.-   IZMIR KORFEZI (AEGEAN SEA)                        Quick
2022.03.16 18:04:55  37.0855   28.2550        8.0      -.-  0.9  -.-   DERINKUYU-(MUGLA)                                 Quick
2022.03.16 17:39:08  36.2095   29.4808       14.1      -.-  1.4  -.-   SARIBELEN-KAS (ANTALYA)                           Quick
2022.03.16 17:21:16  38.6615   43.1613        5.4      -.-  1.8  -.-   MOLLAKASIM-(VAN)                                  Quick
2022.03.16 16:57:38  37.0022   28.3793        9.9      -.-  1.3  -.-   SIRINKOY-ULA (MUGLA)                              Quick
2022.03.16 16:35:05  37.8543   27.1412       20.7      -.-  1.0  -.-   KUSADASI KORFEZI (AEGEAN SEA)                     Quick
2022.03.16 15:36:40  37.7758   42.0135        5.0      -.-  1.5  -.-   CIRPILI-ERUH (SIIRT)                              Quick
2022.03.16 15:09:04  37.0815   28.4073       11.5      -.-  2.4  -.-   YESILOVA-ULA (MUGLA)                              Quick
2022.03.16 15:03:16  35.3888   25.2595        5.3      -.-  1.9  -.-   GIRIT ADASI (MEDITERRANEAN SEA)                   Quick
2022.03.16 14:57:24  35.1720   25.3010       16.2      -.-  2.0  -.-   GIRIT ADASI (MEDITERRANEAN SEA)                   Quick
2022.03.16 14:21:42  34.9645   25.2722        5.0      -.-  2.9  -.-   GIRIT ADASI (MEDITERRANEAN SEA)                   Quick
2022.03.16 14:06:25  39.4272   38.5207        6.1      -.-  2.3  -.-   COPLER-ILIC (ERZINCAN)                            Quick
2022.03.16 13:54:48  34.4515   24.0053       10.2      -.-  2.5  -.-   GIRIT ADASI ACIKLARI (MEDITERRANEAN SEA)          Quick
2022.03.16 12:44:53  41.1428   26.6280        3.6      -.-  1.3  -.-   KARAPINAR-UZUNKOPRU (EDIRNE)                      Quick
2022.03.16 11:58:08  37.0970   28.3927       11.1      -.-  1.1  -.-   ULA (MUGLA)                                       Quick
2022.03.16 11:38:54  35.4195   27.6712        5.5      -.-  2.6  -.-   MEDITERRANEAN SEA                                 Quick
2022.03.16 11:21:16  38.3177   38.9363       16.7      -.-  1.8  -.-   KOLDERE-DOGANYOL (MALATYA)                        Quick
2022.03.16 11:20:26  36.1660   33.5330        0.0      -.-  0.7  -.-   BUYUKECELI-GULNAR (MERSIN)                        Quick
2022.03.16 11:18:12  37.9077   34.7193        0.0      -.-  1.6  -.-   NIGDE                                             Quick
2022.03.16 11:17:58  36.1778   36.5608        4.5      -.-  1.6  -.-   TURKIYE-SURIYE SINIR BOLGESI                      Quick
2022.03.16 11:17:39  40.5152   29.1318        6.8      -.-  1.4  -.-   HAYDARIYE-GEMLIK (BURSA)                          Quick
2022.03.16 11:14:56  37.9845   34.8342        0.0      -.-  1.6  -.-   OZYURT-(NIGDE)                                    Quick
2022.03.16 10:58:20  40.2935   29.4368        1.0      -.-  1.0  -.-   FETHIYE-YENISEHIR (BURSA)                         Quick
2022.03.16 10:10:01  34.9523   25.2815        1.8      -.-  2.4  -.-   GIRIT ADASI (MEDITERRANEAN SEA)                   Quick
2022.03.16 10:03:58  39.3358   29.1200        6.6      -.-  1.7  -.-   UMUTLU-EMET (KUTAHYA)                             Quick
2022.03.16 09:43:39  37.1307   28.4070       15.1      -.-  1.7  -.-   ULA (MUGLA)                                       Quick
2022.03.16 09:14:11  36.4430   28.4243       31.2      -.-  1.5  -.-   MEDITERRANEAN SEA                                 Quick
2022.03.16 08:59:12  34.9910   25.2850       11.5      -.-  2.2  -.-   GIRIT ADASI (MEDITERRANEAN SEA)                   Quick
2022.03.16 08:33:41  38.6632   26.6417        6.5      -.-  2.0  -.-   IZMIR KORFEZI (AEGEAN SEA)                        Quick
2022.03.16 08:33:34  35.8173   29.5137        5.0      -.-  2.0  -.-   MEDITERRANEAN SEA                                 REVISE01   (2022.03.16 08:33:41)
2022.03.16 08:13:59  40.3912   27.4277        6.1      -.-  1.9  -.-   BOZLAR-BIGA (CANAKKALE)                           Quick
2022.03.16 07:55:04  40.3567   25.7763        9.5      -.-  1.8  -.-   KALEKOY-GOKCEADA (CANAKKALE)                      Quick
2022.03.16 07:24:53  37.8512   26.9588        2.3      -.-  2.0  -.-   KUSADASI KORFEZI (AEGEAN SEA)                     Quick
2022.03.16 07:01:49  37.3980   28.3932        0.0      -.-  2.1  -.-   MENTESE-KAVAKLIDERE (MUGLA)                       Quick
2022.03.16 06:53:09  40.0030   40.0290       16.0      -.-  2.0  -.-   AGAMCAGAM-OTLUKBELI (ERZINCAN)                    Quick
2022.03.16 06:22:27  40.7738   27.5310        8.7      -.-  1.7  -.-   YENIKOY ACIKLARI-TEKIRDAG (MARMARA SEA)           Quick
2022.03.16 04:53:40  35.8875   28.1927        5.0      -.-  1.8  -.-   MEDITERRANEAN SEA                                 Quick
2022.03.16 04:49:07  35.0940   26.4118        9.7      -.-  2.1  -.-   GIRIT ADASI (MEDITERRANEAN SEA)                   Quick
2022.03.16 04:15:19  38.2622   38.6857        5.0      -.-  2.3  -.-   CAYKOY-PUTURGE (MALATYA)                          Quick
2022.03.16 02:57:09  38.9987   25.5240       17.7      -.-  1.8  -.-   AEGEAN SEA                                        Quick
2022.03.16 02:42:28  35.1473   26.5617        5.0      -.-  3.3  -.-   GIRIT ADASI (MEDITERRANEAN SEA)                   Quick
2022.03.16 02:20:16  34.9813   25.2772       15.0      -.-  4.6  4.4   GIRIT ADASI (MEDITERRANEAN SEA)                   Quick
2022.03.16 00:42:08  35.5282   26.5282        2.6      -.-  1.9  -.-   GIRIT ADASI (MEDITERRANEAN SEA)                   Quick
2022.03.15 23:48:35  35.7132   27.2957       12.8      -.-  1.7  -.-   MEDITERRANEAN SEA                                 Quick
2022.03.15 22:36:35  38.1833   26.5682       15.9      -.-  1.8  -.-   ZEYTINELI-URLA (IZMIR)                            Quick
2022.03.15 22:12:32  37.0760   28.3483       17.4      -.-  1.0  -.-   KIZILAGAC-ULA (MUGLA)                             Quick
2022.03.15 20:23:08  38.7925   39.9747        5.7      -.-  1.9  -.-   BAYRAMYAZI-KOVANCILAR (ELAZIG)                    Quick
2022.03.15 20:08:29  38.7633   39.9592        4.2      -.-  2.3  -.-   CAKIRKAS-KOVANCILAR (ELAZIG)                      Quick
2022.03.15 20:05:12  34.7968   23.9282       28.4      -.-  2.4  -.-   GIRIT ADASI (MEDITERRANEAN SEA)                   Quick
2022.03.15 18:33:00  38.8018   26.3928       14.6      -.-  2.1  -.-   AEGEAN SEA                                        Quick
2022.03.15 18:24:35  37.5457   36.0320       23.2      -.-  1.1  -.-   GAFARLI-SUMBAS (OSMANIYE)                         Quick
2022.03.15 18:00:57  40.0660   40.7148        9.2      -.-  1.9  -.-   HALILKAYA-AZIZIYE (ERZURUM)                       Quick
2022.03.15 17:58:48  36.3807   28.7052        6.9      -.-  1.7  -.-   MEDITERRANEAN SEA                                 Quick
2022.03.15 17:55:18  39.8863   40.1280        5.1      -.-  2.1  -.-   YUREKLI-CAYIRLI (ERZINCAN)                        Quick
2022.03.15 16:56:24  36.4087   27.2005        6.3      -.-  2.1  -.-   ONIKI ADALAR (MEDITERRANEAN SEA)                  Quick
2022.03.15 16:19:49  35.1643   25.1732        9.8      -.-  2.4  -.-   GIRIT ADASI (MEDITERRANEAN SEA)                   Quick
2022.03.15 14:38:22  40.1315   41.4300        6.1      -.-  2.1  -.-   YESILDERE-YAKUTIYE (ERZURUM)                      Quick
2022.03.15 14:04:47  40.1232   41.4593        4.9      -.-  2.2  -.-   KOSKKOY-YAKUTIYE (ERZURUM)                        Quick
2022.03.15 13:11:51  36.2050   27.5190       58.1      -.-  1.8  -.-   DATCA ACIKLARI-MUGLA (MEDITERRANEAN SEA)          Quick
2022.03.15 12:25:58  41.9558   42.6225        5.0      -.-  4.5  4.6   GURCISTAN                                         REVISE01   (2022.03.15 12:25:58)
2022.03.15 12:16:20  39.6177   41.1357        6.4      -.-  1.9  -.-   BUDAKLAR-CAT (ERZURUM)                            Quick
2022.03.15 11:44:10  37.0600   28.3858       10.5      -.-  1.8  -.-   GOKOVA-ULA (MUGLA)                                Quick
2022.03.15 10:12:54  37.1723   28.3718        1.1      -.-  1.7  -.-   YENIKOY-(MUGLA)                                   Quick
2022.03.15 10:10:37  37.1265   28.7233        8.6      -.-  1.8  -.-   TURGUT-ULA (MUGLA)                                Quick
2022.03.15 10:04:24  39.6472   30.7092       11.3      -.-  1.6  -.-   KIRAVDAN-ODUNPAZARI (ESKISEHIR)                   Quick
2022.03.15 09:59:04  39.7160   41.3572        9.1      -.-  2.1  -.-   YALINCA-TEKMAN (ERZURUM)                          Quick
2022.03.15 09:38:35  40.8020   43.8797       20.0      -.-  2.2  -.-   KALKANKALE-AKYAKA (KARS)                          Quick
2022.03.15 09:29:08  35.4578   26.7185        5.5      -.-  2.5  -.-   GIRIT ADASI (MEDITERRANEAN SEA)                   Quick
2022.03.15 09:21:48  37.8618   28.7663       28.7      -.-  1.5  -.-   TIRKAZ-SARAYKOY (DENIZLI)                         Quick
2022.03.15 09:14:38  36.4428   30.6172       26.4      -.-  2.3  -.-   TEKIROVA-KEMER (ANTALYA)                          Quick
2022.03.15 08:56:12  40.1815   31.6450        8.0      -.-  2.0  -.-   KARAKOY-NALLIHAN (ANKARA)                         Quick
2022.03.15 08:30:22  37.1415   28.8983       12.8      -.-  1.8  -.-   ESENLER-BEYAGAC (DENIZLI)                         Quick
2022.03.15 08:24:32  38.1475   31.0587        5.0      -.-  1.2  -.-   BAGILLI-GELENDOST (ISPARTA)                       Quick
2022.03.15 06:45:05  35.1907   25.3053       13.1      -.-  2.2  -.-   GIRIT ADASI (MEDITERRANEAN SEA)                   Quick
2022.03.15 04:08:19  38.7315   40.0352        5.8      -.-  2.3  -.-   KARAMAN-KOVANCILAR (ELAZIG)                       Quick
2022.03.15 03:47:03  37.0490   28.4047       10.2      -.-  1.9  -.-   ATAKOY-ULA (MUGLA)                                Quick
2022.03.15 03:35:22  37.8683   26.9443       13.8      -.-  2.8  -.-   KUSADASI KORFEZI (AEGEAN SEA)                     Quick
2022.03.15 03:13:01  38.9425   41.9553        8.7      -.-  2.0  -.-   OGLAKKAYA-BULANIK (MUS)                           Quick
2022.03.15 02:15:27  37.9103   27.2320        4.9      -.-  2.0  -.-   KUSADASI KORFEZI (AEGEAN SEA)                     Quick
2022.03.15 02:12:44  35.3690   25.3730       23.2      -.-  2.4  -.-   GIRIT ADASI (MEDITERRANEAN SEA)                   Quick
2022.03.15 02:07:04  38.9310   41.9978       13.8      -.-  1.8  -.-   YOKUSBASI-BULANIK (MUS)                           Quick
2022.03.15 02:06:33  38.9723   42.0577        9.1      -.-  1.9  -.-   MOLLAKENT-BULANIK (MUS)                           Quick
2022.03.15 01:52:46  37.8628   26.8745        5.0      -.-  2.1  -.-   KUSADASI KORFEZI (AEGEAN SEA)                     Quick
2022.03.15 00:58:38  39.1480   40.1278       22.8      -.-  2.2  -.-   KORUDIBI-KARAKOCAN (ELAZIG)                       Quick
2022.03.15 00:17:25  39.6183   41.1778        9.3      -.-  1.5  -.-   TURNAGOL-TEKMAN (ERZURUM)                         Quick
2022.03.14 23:58:16  35.0713   25.2052       17.5      -.-  1.9  -.-   GIRIT ADASI (MEDITERRANEAN SEA)                   Quick
2022.03.14 23:55:40  39.4117   26.2717        6.2      -.-  1.6  -.-   MIDILLI ADASI (AEGEAN SEA)                        Quick
2022.03.14 22:57:21  38.4095   31.0988        1.0      -.-  1.2  -.-   CAMHARMAN-YALVAC (ISPARTA)                        Quick
2022.03.14 22:42:08  40.7418   30.7380       15.9      -.-  1.5  -.-   SULEYMANIYE-HENDEK (SAKARYA)                      Quick
2022.03.14 22:15:47  38.3378   29.8478        5.3      -.-  2.0  -.-   CAGLAYAN-CIVRIL (DENIZLI)                         Quick
2022.03.14 21:23:15  39.6625   41.0975       26.9      -.-  1.1  -.-   KARASEYH-CAT (ERZURUM)                            Quick
2022.03.14 20:55:09  35.1757   25.2438       14.7      -.-  2.5  -.-   GIRIT ADASI (MEDITERRANEAN SEA)                   Quick
2022.03.14 20:42:31  41.6428   26.5742        8.6      -.-  2.5  -.-   BOSNA-(EDIRNE)                                    Quick
2022.03.14 19:31:51  36.4343   22.5670        2.1      -.-  2.8  -.-   YUNANISTAN                                        Quick
2022.03.14 19:05:24  37.1003   28.4478        7.6      -.-  1.3  -.-   ULA (MUGLA)                                       Quick
2022.03.14 18:28:05  34.7493   24.1723       22.6      -.-  2.4  -.-   GIRIT ADASI ACIKLARI (MEDITERRANEAN SEA)          Quick
2022.03.14 18:06:00  39.0770   44.7922        1.0      -.-  2.1  -.-   IRAN                                              Quick
2022.03.14 18:02:15  38.8658   43.5110       15.6      -.-  1.2  -.-   ERMISLER-(VAN)                                    Quick
2022.03.14 17:04:46  37.0190   28.3865        4.1      -.-  1.7  -.-   SIRINKOY-ULA (MUGLA)                              Quick
2022.03.14 15:32:05  38.8307   31.5460        9.5      -.-  2.2  -.-   ORENKOY-EMIRDAG (AFYONKARAHISAR)                  Quick
2022.03.14 15:08:54  38.7700   39.9743        8.7      -.-  2.5  -.-   CAKIRKAS-KOVANCILAR (ELAZIG)                      Quick
2022.03.14 14:59:51  37.0232   28.4105        7.6      -.-  1.8  -.-   CITLIK-ULA (MUGLA)                                Quick
2022.03.14 14:58:39  40.8030   31.3478       18.7      -.-  1.7  -.-   DARIYERIHASANBEY-KAYNASLI (DUZCE)                 Quick
2022.03.14 14:17:30  39.1257   27.5788        0.0      -.-  1.3  -.-   ADIL-SOMA (MANISA)                                Quick
2022.03.14 13:34:50  36.9507   27.5295        4.4      -.-  2.3  -.-   GOKOVA KORFEZI (MEDITERRANEAN SEA)                Quick
2022.03.14 13:05:36  36.1142   27.6712        5.0      -.-  3.0  -.-   RODOS ADASI (MEDITERRANEAN SEA)                   Quick
2022.03.14 12:44:21  37.0465   28.4137       19.4      -.-  1.6  -.-   ATAKOY-ULA (MUGLA)                                Quick
2022.03.14 12:38:17  38.0858   38.3533        5.0      -.-  4.5  4.4   TASDAMLAR-CELIKHAN (ADIYAMAN)                     Quick
2022.03.14 12:37:55  37.8397   29.6812       16.3      -.-  1.6  -.-   CARDAK (DENIZLI)                                  Quick
2022.03.14 12:11:34  37.0333   28.4018        3.7      -.-  2.4  -.-   ATAKOY-ULA (MUGLA)                                Quick
2022.03.14 11:45:48  38.1162   32.7347        0.0      -.-  1.3  -.-   EGRIBAYAT-SELCUKLU (KONYA)                        Quick
2022.03.14 11:32:47  35.7788   27.4433        5.0      -.-  2.4  -.-   MEDITERRANEAN SEA                                 Quick
2022.03.14 11:21:04  37.0317   28.4362       10.6      -.-  2.6  -.-   CITLIK-ULA (MUGLA)                                Quick
2022.03.14 11:00:27  40.7718   31.2670        7.1      -.-  1.5  -.-   FINDIKLI-KAYNASLI (DUZCE)                         Quick
2022.03.14 10:15:02  38.8197   40.9075        9.5      -.-  1.8  -.-   GELINTEPE-SOLHAN (BINGOL)                         Quick
2022.03.14 09:16:36  39.7608   32.9530        0.0      -.-  1.3  -.-   BEYNAM-BALA (ANKARA)                              Quick
2022.03.14 08:54:05  39.5657   29.2842        3.0      -.-  1.7  -.-   SAPCI-TAVSANLI (KUTAHYA)                          Quick
2022.03.14 08:42:20  37.0237   28.3635        1.0      -.-  1.8  -.-   AKCAPINAR-ULA (MUGLA)                             Quick
2022.03.14 08:33:59  41.1728   34.5005        5.0      -.-  1.6  -.-   UZUNYURT-KARGI (CORUM)                            Quick
2022.03.14 08:26:34  37.1888   37.2372        0.0      -.-  1.5  -.-   BOYNO-SEHITKAMIL (GAZIANTEP)                      Quick
2022.03.14 08:22:43  40.8778   31.7257        6.8      -.-  1.3  -.-   TETEMECELE-(BOLU)                                 Quick
2022.03.14 08:22:13  40.8762   31.7072       13.7      -.-  1.7  -.-   MESCICELE-(BOLU)                                  Quick
2022.03.14 08:03:49  34.8622   23.8660       24.4      -.-  2.4  -.-   GIRIT ADASI (MEDITERRANEAN SEA)                   Quick
2022.03.14 07:32:07  45.7275   26.4520       39.3      -.-  4.0  4.3   ROMANYA                                           Quick
2022.03.14 06:50:50  38.7040   43.3737       11.5      -.-  1.4  -.-   OTLUCA-(VAN)                                      REVISE01   (2022.03.14 06:50:52)
2022.03.14 06:47:52  36.2667   28.9402        9.3      -.-  1.8  -.-   MEDITERRANEAN SEA                                 Quick
2022.03.14 06:35:05  39.5422   25.9438        4.1      -.-  1.5  -.-   GULPINAR ACIKLARI-CANAKKALE (AEGEAN SEA)          Quick
2022.03.14 05:59:22  40.1415   31.7037        9.1      -.-  1.6  -.-   ULUKOY-NALLIHAN (ANKARA)                          Quick
2022.03.14 04:28:29  38.8627   41.9848        8.4      -.-  1.7  -.-   DEMIRCI-KORKUT (MUS)                              Quick
2022.03.14 04:27:44  39.4668   33.0798        9.7      -.-  1.2  -.-   AFSAR-BALA (ANKARA)                               Quick
2022.03.14 04:08:11  35.0583   25.2265        5.2      -.-  2.0  -.-   GIRIT ADASI (MEDITERRANEAN SEA)                   Quick
2022.03.14 03:42:31  37.0322   28.3745        4.5      -.-  1.8  -.-   SIRINKOY-ULA (MUGLA)                              Quick
2022.03.14 03:24:28  37.0278   28.3853        4.0      -.-  1.6  -.-   SIRINKOY-ULA (MUGLA)                              Quick
2022.03.14 02:59:04  39.6418   41.0927        8.4      -.-  1.9  -.-   BUDAKLAR-CAT (ERZURUM)                            Quick
2022.03.14 02:47:41  39.7618   40.9740       28.6      -.-  1.4  -.-   GUZELYURT-PALANDOKEN (ERZURUM)                    Quick
2022.03.14 02:37:16  42.5765   45.2460        4.0      -.-  2.9  -.-   GURCISTAN                                         Quick
2022.03.14 02:27:37  34.9085   25.2188        6.4      -.-  1.8  -.-   GIRIT ADASI (MEDITERRANEAN SEA)                   Quick
2022.03.14 02:20:09  40.5945   35.5550        5.0      -.-  2.1  -.-   CAVUS-(AMASYA)                                    Quick
2022.03.14 02:08:09  37.0403   28.4208        5.9      -.-  2.0  -.-   CITLIK-ULA (MUGLA)                                Quick
2022.03.14 01:47:13  37.3965   29.4510        9.8      -.-  1.5  -.-   YENIKOY-ACIPAYAM (DENIZLI)                        Quick
2022.03.14 01:47:04  37.0160   28.3848        9.1      -.-  1.5  -.-   SIRINKOY-ULA (MUGLA)                              Quick
2022.03.14 01:17:55  36.9400   27.5922        7.2      -.-  1.6  -.-   GOKOVA KORFEZI (MEDITERRANEAN SEA)                Quick
2022.03.14 01:16:03  36.9495   27.6318       12.0      -.-  1.5  -.-   GOKOVA KORFEZI (MEDITERRANEAN SEA)                Quick
2022.03.14 01:15:45  42.7015   45.4857        4.1      -.-  4.4  4.5   RUSYA                                             Quick
2022.03.14 01:05:24  36.9445   27.6593       11.1      -.-  3.9  3.8   GOKOVA KORFEZI (MEDITERRANEAN SEA)                Quick
2022.03.14 00:22:59  36.4283   28.7942        5.7      -.-  2.9  -.-   MEDITERRANEAN SEA                                 Quick
2022.03.13 22:06:16  37.6700   27.3073        9.6      -.-  1.2  -.-   GULLUBAHCE-SOKE (AYDIN)                           Quick
2022.03.13 22:00:35  39.6207   39.6510        5.6      -.-  1.9  -.-   YALINCA-(ERZINCAN)                                Quick
2022.03.13 21:58:35  39.2532   40.1497       17.0      -.-  1.8  -.-   SABIRTASI-KIGI (BINGOL)                           Quick
2022.03.13 21:52:05  39.2393   40.1597       11.8      -.-  1.8  -.-   GUNESLIK-YAYLADERE (BINGOL)                       Quick
2022.03.13 20:53:36  37.0657   28.3568        6.5      -.-  1.5  -.-   GOKOVA-ULA (MUGLA)                                Quick
2022.03.13 20:13:39  41.0393   35.4683        5.0      -.-  2.1  -.-   ELALDI-VEZIRKOPRU (SAMSUN)                        Quick
2022.03.13 18:41:54  37.0175   28.3885        8.0      -.-  3.6  3.6   SIRINKOY-ULA (MUGLA)                              Quick
2022.03.13 18:25:23  37.6687   35.5252        9.0      -.-  2.6  -.-   KOPRUCUK-ALADAG (ADANA)                           Quick
2022.03.13 18:06:42  38.9413   26.6948        8.7      -.-  2.4  -.-   MIDILLI ADASI GUNEYI (AEGEAN SEA)                 Quick
2022.03.13 18:00:24  38.9527   26.6742        7.9      -.-  3.9  3.7   MIDILLI ADASI GUNEYI (AEGEAN SEA)                 Quick
2022.03.13 16:46:10  39.3485   40.6933        7.6      -.-  1.8  -.-   DINARBEY-YEDISU (BINGOL)                          Quick
2022.03.13 13:30:21  39.4158   28.4522        9.1      -.-  2.6  -.-   DUNDARCIK-BIGADIC (BALIKESIR)                     Quick
2022.03.13 12:21:33  39.7967   41.3737        3.1      -.-  1.8  -.-   GECITKOY-TEKMAN (ERZURUM)                         Quick
2022.03.13 12:05:08  38.5660   37.6390       25.5      -.-  1.5  -.-   IRMAKLI-DARENDE (MALATYA)                         Quick
2022.03.13 10:29:51  40.1450   24.2015       28.4      -.-  2.5  -.-   YUNANISTAN                                        Quick
2022.03.13 10:02:09  36.2590   27.0765       17.5      -.-  1.8  -.-   MEDITERRANEAN SEA                                 Quick
2022.03.13 10:00:20  38.0655   28.8543        3.1      -.-  1.6  -.-   BOZALAN-BULDAN (DENIZLI)                          Quick
2022.03.13 08:59:49  36.4288   22.6690        5.0      -.-  3.0  -.-   YUNANISTAN                                        Quick
2022.03.13 07:39:35  37.1292   28.6528       16.2      -.-  1.2  -.-   KAVAKCALI-ULA (MUGLA)                             Quick
2022.03.13 07:07:20  38.3845   35.1880        5.0      -.-  1.4  -.-   SEYHSABAN-INCESU (KAYSERI)                        Quick
2022.03.13 04:42:50  40.2790   36.4843        5.3      -.-  2.4  -.-   DEREYAKA-(TOKAT)                                  Quick
2022.03.13 04:34:55  37.8427   41.9698        1.8      -.-  2.6  -.-   KALENDER-(SIIRT)                                  Quick
2022.03.13 04:30:12  37.9648   42.0052        3.4      -.-  2.2  -.-   DEREYAMAC-AYDINLAR (SIIRT)                        Quick
2022.03.13 03:41:20  36.6675   25.1180       19.0      -.-  2.4  -.-   AEGEAN SEA                                        Quick
2022.03.13 02:43:05  41.0395   33.6613        3.9      -.-  2.4  -.-   EKSIK-ILGAZ (CANKIRI)                             Quick
2022.03.13 01:37:19  37.0712   28.3868        2.8      -.-  1.4  -.-   KIZILAGAC-ULA (MUGLA)                             Quick
2022.03.13 01:23:29  40.8748   31.6357        5.2      -.-  1.9  -.-   CUKUROREN-(BOLU)                                  Quick
2022.03.13 01:21:58  40.2220   42.1105        7.8      -.-  1.3  -.-   DONERTAS-HORASAN (ERZURUM)                        Quick
2022.03.13 00:57:46  33.7287   27.6195        6.1      -.-  3.3  -.-   GIRIT ADASI ACIKLARI (MEDITERRANEAN SEA)          Quick
2022.03.12 23:39:12  39.8713   40.1015       18.6      -.-  1.5  -.-   YUREKLI-CAYIRLI (ERZINCAN)                        Quick
2022.03.12 23:19:15  36.1730   31.1707        6.4      -.-  2.1  -.-   MEDITERRANEAN SEA                                 Quick
2022.03.12 23:08:41  35.9517   27.5117        5.0      -.-  1.9  -.-   MEDITERRANEAN SEA                                 Quick
2022.03.12 22:52:36  40.0397   27.4188        8.9      -.-  2.3  -.-   CAMOBA-YENICE (CANAKKALE)                         Quick
2022.03.12 22:17:19  36.1770   27.7545        7.6      -.-  2.3  -.-   RODOS ADASI (MEDITERRANEAN SEA)                   Quick
2022.03.12 21:34:44  35.0780   33.8832        5.5      -.-  2.1  -.-   KIBRIS-GAZIMAGUSA                                 Quick
